PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,CabinDeck,CabinNo.,CabinSide,Group,Group_size,Last_name,Family_size,IsAlone,Luxury_exp,Regular_exp,Total_exp
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,G,9,P,0092,3,Dunnisey,5.0,False,35.0,670.0,705.0
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stald Hewson,G,9,P,0092,3,Hewson,10.0,False,0.0,0.0,0.0
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,G,9,P,0092,3,Hewson,10.0,False,0.0,0.0,0.0
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,A,2,S,0097,1,Fictful,5.0,True,640.0,1208.0,1848.0
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,G,11,P,0098,2,Carezquez,6.0,False,32.0,861.0,893.0
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,G,11,P,0098,2,Carezquez,6.0,False,87.0,3768.0,3855.0
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,F,19,P,0099,2,Leetersoney,3.0,False,348.0,953.0,1301.0
0099_02,Earth,True,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,G,12,P,0099,2,Connelson,4.0,False,0.0,0.0,0.0
0101_01,Mars,True,G/160/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,F,82,S,0101,1,Trad,6.0,True,0.0,0.0,0.0
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,F,23,S,0102,1,Holson,5.0,True,921.0,0.0,921.0
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,447.7948277209157,0.0,0.0,17.0,Arlen Mclainez,F,24,S,0103,3,Mclainez,6.0,False,17.0,0.0,17.0
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,G,18,S,0103,3,Mclainez,6.0,False,0.0,0.0,0.0
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,G,18,S,0103,3,Mclainez,6.0,False,0.0,0.0,0.0
0105_01,Earth,False,F/21/P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,F,21,P,0105,1,Cleachrand,9.0,True,133.0,570.0,703.0
0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,D,2,S,0107,1,Hart,4.0,True,1743.0,22.0,1765.0
0108_01,Earth,True,G/19/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,G,19,S,0108,3,Handertiz,10.0,False,0.0,0.0,0.0
0108_02,Earth,False,G/19/S,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,Alasmon Meteet,G,19,S,0108,3,Belley,7.223729883243926,False,562.0,326.0,888.0
0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,G,19,S,0108,3,Handertiz,10.0,False,0.0,0.0,0.0
0110_01,Europa,False,G/160/P,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,F,82,S,0110,4,Aloubtled,7.0,False,4693.0,416.0,5109.0
0110_02,Europa,False,B/5/P,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,B,5,P,0110,4,Bootious,2.0,False,1687.0,331.0,2018.0
0110_03,Europa,False,B/5/P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,B,5,P,0110,4,Aloubtled,7.0,False,4522.0,11418.0,15940.0
0110_04,Europa,True,B/5/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,B,5,P,0110,4,Aloubtled,7.0,False,0.0,0.0,0.0
0111_01,Europa,True,E/6/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,E,6,S,0111,1,Supred,6.0,True,0.0,0.0,0.0
0112_01,Europa,False,B/1/S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,B,1,S,0112,1,Cowtale,2.0,True,30.0,2624.0,2654.0
0113_01,Earth,False,F/23/P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,Idary Carvis,F,23,P,0113,1,Carvis,8.0,True,0.0,804.0,804.0
0114_01,Earth,False,G/20/S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,G,20,S,0114,1,Beckerson,7.0,True,321.0,586.0,907.0
0115_01,Mars,True,F/24/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Rohs Pead,F,24,P,0115,1,Pead,5.0,True,0.0,0.0,0.0
0116_01,Europa,False,D/4/P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,D,4,P,0116,1,Suptive,2.0,True,417.0,2223.0,2640.0
0119_01,Europa,False,A/0/P,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,A,0,P,0119,2,Coning,5.0,False,6963.0,2344.0,9307.0
0119_02,Europa,True,A/0/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,A,0,P,0119,2,Coning,5.0,False,0.0,0.0,0.0
0120_01,Mars,True,F/25/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Bees Sacre,F,25,P,0120,1,Sacre,5.0,True,0.0,0.0,0.0
0122_01,Earth,False,G/21/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,G,21,S,0122,1,Hayder,10.0,True,773.0,0.0,773.0
0123_01,Earth,False,F/27/P,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,Iree Fielson,F,27,P,0123,1,Fielson,9.0,True,56.0,646.0,702.0
0126_01,Mars,True,F/27/S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,F,27,S,0126,1,Mish,3.0,True,0.0,0.0,0.0
0127_01,Mars,False,E/7/S,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,E,7,S,0127,1,Mesty,3.0,True,726.0,296.0,1022.0
0128_01,Mars,False,D/3/S,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,D,3,S,0128,2,Fles,3.0,False,2671.0,343.0,3014.0
0128_02,Mars,False,E/8/S,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,Barave Fles,E,8,S,0128,2,Fles,3.0,False,2103.0,6.0,2109.0
0129_01,Earth,True,G/22/S,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Race Fowles,G,22,S,0129,1,Fowles,7.0,True,0.0,0.0,0.0
0133_01,Mars,True,F/29/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,F,29,S,0133,2,Blie,7.0,False,0.0,0.0,0.0
0133_02,Mars,False,D/5/S,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,D,5,S,0133,2,Blie,7.0,False,2738.0,0.0,2738.0
0134_01,Earth,False,G/17/P,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,G,17,P,0134,1,Harmontry,6.0,True,0.0,744.0,744.0
0136_01,Earth,False,G/23/S,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,Alasmon Meteet,G,23,S,0136,1,Belley,7.223729883243926,True,177.0,544.0,721.0
0138_01,Earth,True,G/18/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,G,18,P,0138,2,Gambs,6.0,False,0.0,0.0,0.0
0138_02,Earth,False,E/5/P,TRAPPIST-1e,34.0,False,0.0,22.0,0.0,564.0,207.0,Monah Gambs,E,5,P,0138,2,Gambs,6.0,False,771.0,22.0,793.0
0139_01,Europa,True,C/6/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Charda Myling,C,6,S,0139,1,Myling,9.0,True,0.0,0.0,0.0
0140_01,Earth,True,G/19/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,G,19,P,0140,2,Mejiaddox,9.0,False,0.0,0.0,0.0
0140_02,Earth,False,F/29/P,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,F,29,P,0140,2,Whitakers,5.0,False,902.0,0.0,902.0
0141_01,Mars,False,F/30/P,TRAPPIST-1e,31.0,False,221.14014678326046,0.0,97.0,0.0,0.0,Pyrohs Harte,F,30,P,0141,1,Harte,3.0,True,0.0,97.0,97.0
0144_01,Earth,False,F/31/S,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,F,31,S,0144,1,Dayers,6.0,True,0.0,630.0,630.0
0146_01,Earth,False,G/25/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,G,25,S,0146,1,Wolferguson,12.0,True,0.0,0.0,0.0
0147_01,Earth,True,G/26/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,G,26,S,0147,1,Hubbarrison,9.0,True,0.0,0.0,0.0
0148_01,Mars,False,F/31/P,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,F,31,P,0148,1,Pashe,7.0,True,1148.0,10.0,1158.0
0149_01,Earth,True,G/27/S,55 Cancri e,28.771968503937007,False,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,G,27,S,0149,1,Hubbarrison,9.0,True,0.0,0.0,0.0
0151_01,Earth,True,G/20/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Shanie Simson,G,20,P,0151,1,Simson,10.0,True,0.0,0.0,0.0
